20mm_2slope,20mm_1slope1,20mm_1slope2,20mm_2slope_trimmed
0.139446,0.196573,0.228313,0.148909
0.139446,0.196612,0.228353,0.14891
0.139446,0.196653,0.228406,0.148923
0.139473,0.19668,0.22846,0.148911
0.139486,0.196707,0.2285,0.148896
0.139473,0.19676,0.228553,0.148923
0.139473,0.196787,0.228606,0.148923
0.139474,0.196827,0.228646,0.148924
0.139473,0.196853,0.228685,0.148911
0.139487,0.196894,0.228712,0.14891
0.139486,0.19692,0.228766,0.148911
0.139486,0.196959,0.228805,0.148911
0.1395,0.196999,0.22886,0.148911
0.139512,0.197013,0.228887,0.148912
0.1395,0.197053,0.22894,0.14891
0.1395,0.197079,0.228954,0.148924
0.139512,0.197106,0.228994,0.148925
0.1395,0.197146,0.229048,0.148924
0.13927,0.197173,0.229074,0.148911
0.138636,0.1972,0.229101,0.148924
0.137835,0.197225,0.229141,0.148937
0.136983,0.197253,0.229182,0.148937
0.136211,0.197279,0.229209,0.148937
0.135529,0.197293,0.229249,0.148923
0.134953,0.197333,0.229274,0.14895
0.13446,0.197346,0.229302,0.14895
0.134045,0.197374,0.229342,0.14891
0.133697,0.1974,0.229382,0.148924
0.133416,0.197413,0.229408,0.148924
0.133148,0.19744,0.229434,0.148938
0.13292,0.197492,0.229475,0.148938
0.132666,0.197507,0.229515,0.148938
0.132424,0.197533,0.229541,0.148937
0.132277,0.197559,0.229555,0.148938
0.132157,0.197573,0.229595,0.148925
0.132117,0.197613,0.229622,0.148937
0.132089,0.197639,0.229649,0.148938
0.132076,0.196984,0.229677,0.148937
0.132075,0.195273,0.229716,0.148937
0.132089,0.193065,0.229729,0.148937
0.132115,0.190752,0.22977,0.14895
0.132142,0.188585,0.229798,0.148951
0.132143,0.186765,0.229811,0.14895
0.132155,0.185251,0.229824,0.148951
0.132183,0.183927,0.229865,0.148977
0.132195,0.18283,0.229891,0.148977
0.132208,0.181839,0.22993,0.14895
0.132208,0.18105,0.229944,0.148963
0.132222,0.180486,0.22997,0.148937
0.132248,0.180125,0.229997,0.148964
0.132262,0.179897,0.230023,0.148964
0.132261,0.179789,0.230022,0.148964
0.132263,0.179736,0.229071,0.148964
0.132302,0.179748,0.227156,0.148964
0.132302,0.179801,0.224758,0.148964
0.132302,0.179867,0.222253,0.148951
0.132329,0.179947,0.22003,0.14871
0.132342,0.18004,0.218195,0.148241
0.132368,0.180146,0.216639,0.147624
0.132369,0.180239,0.215272,0.146967
0.132396,0.180346,0.214079,0.146323
0.132396,0.180466,0.2131,0.14576
0.13241,0.18056,0.212456,0.145304
0.132422,0.180666,0.212027,0.144915
0.132436,0.18076,0.211784,0.144592
0.132436,0.180867,0.21165,0.144284
0.132462,0.180947,0.211594,0.144016
0.132476,0.181054,0.211594,0.143787
0.132489,0.181148,0.211647,0.143573
0.132502,0.181242,0.211713,0.143385
0.132503,0.181334,0.211807,0.143198
0.132516,0.181415,0.211926,0.14305
0.132517,0.181496,0.212006,0.142943
0.13253,0.181576,0.212139,0.142849
0.132543,0.181656,0.212259,0.142782
0.132557,0.181723,0.212379,0.142742
0.132556,0.181803,0.212499,0.142701
0.132544,0.181857,0.212606,0.142661
0.132569,0.181936,0.212699,0.142647
0.132569,0.181977,0.212806,0.14262
0.132569,0.182043,0.212886,0.14262
0.132583,0.18211,0.212979,0.142606
0.132596,0.18215,0.213073,0.142606
0.132596,0.18223,0.213166,0.142606
0.132623,0.18227,0.213247,0.142606
0.132609,0.18235,0.213327,0.142605
0.132623,0.182404,0.213407,0.142594
0.132622,0.182444,0.213488,0.142606
0.132636,0.182484,0.213554,0.142607
0.13265,0.182564,0.213634,0.142607
0.132637,0.182604,0.213715,0.142607
0.132649,0.182671,0.213795,0.142607
0.132649,0.182711,0.213862,0.142607
0.132636,0.182751,0.213942,0.142607
0.132676,0.182804,0.213996,0.142607
0.132677,0.182857,0.214062,0.142621
0.132676,0.182884,0.214115,0.14262
0.132676,0.182925,0.214195,0.14262
0.132689,0.182991,0.214234,0.14262
0.132689,0.183031,0.214301,0.14262
0.132689,0.183071,0.214341,0.142633
0.132703,0.183112,0.214422,0.14262
0.132689,0.183139,0.214462,0.142632
0.132716,0.183192,0.214517,0.142646
0.132716,0.183232,0.21457,0.142646
0.132702,0.183271,0.214623,0.142646
0.132717,0.183312,0.214677,0.142646
0.132717,0.183338,0.21473,0.142659
0.132742,0.183379,0.21477,0.14266
0.132729,0.183432,0.214824,0.142647
0.132742,0.183472,0.214877,0.142659
0.132742,0.183499,0.214917,0.142647
0.132742,0.183526,0.214971,0.142659
0.132755,0.183566,0.215011,0.14266
0.132755,0.183606,0.215051,0.14266
0.132743,0.183632,0.215104,0.142673
0.132769,0.183673,0.215144,0.142661
0.132769,0.183713,0.215185,0.142674
0.132756,0.18374,0.215224,0.142661
0.132209,0.183766,0.215264,0.142674
0.131352,0.183792,0.21529,0.142675
0.130354,0.183846,0.215344,0.142674
0.129389,0.183872,0.215384,0.142688
0.12852,0.183886,0.215423,0.142687
0.127811,0.183898,0.215451,0.142688
0.127275,0.183938,0.215505,0.142687
0.126872,0.183965,0.215518,0.142688
0.126537,0.18399,0.215558,0.142686
0.126282,0.184004,0.215585,0.142699
0.126093,0.184032,0.215625,0.142686
0.125944,0.184071,0.215665,0.142701
0.125863,0.184085,0.215691,0.142687
0.125822,0.184111,0.215745,0.142712
0.125848,0.184151,0.215771,0.142713
0.126245,0.184178,0.215811,0.1427
0.12679,0.184204,0.215839,0.1427
0.127239,0.184232,0.215878,0.1427
0.127544,0.184045,0.215905,0.142713
0.127796,0.182895,0.215932,0.142714
0.127981,0.180996,0.215972,0.142715
0.128155,0.178777,0.216012,0.142715
0.128288,0.17657,0.216039,0.142715
0.128381,0.174643,0.216066,0.142729
0.128474,0.17309,0.216093,0.142728
0.128541,0.171806,0.216132,0.142729
0.128607,0.170721,0.21616,0.142728
0.128633,0.169851,0.216199,0.142702
0.128686,0.169075,0.216213,0.142728
0.128714,0.168432,0.216253,0.142728
0.12874,0.167923,0.21628,0.142727
0.128767,0.167575,0.216307,0.14274
0.12878,0.167373,0.216334,0.14274
0.128794,0.16728,0.216374,0.142726
0.12882,0.167264,0.216361,0.142726
0.128833,0.167278,0.215544,0.142727
0.128847,0.167318,0.213777,0.142739
0.128847,0.167411,0.211514,0.142727
0.128887,0.167477,0.209104,0.142725
0.128887,0.167598,0.206896,0.142512
0.1289,0.167704,0.205046,0.14203
0.1289,0.16781,0.203492,0.141454
0.128913,0.167904,0.202138,0.140811
0.12894,0.16801,0.200998,0.140195
0.128926,0.168117,0.200072,0.139633
0.12894,0.168225,0.199415,0.139164
0.128941,0.168331,0.198998,0.138761
0.128967,0.168438,0.198756,0.138412
0.128966,0.168504,0.198621,0.138105
0.128967,0.168598,0.19858,0.137836
0.128966,0.168678,0.198606,0.137594
0.12898,0.168757,0.198632,0.137392
0.128994,0.168837,0.198725,0.137191
0.129007,0.168905,0.198818,0.13707
0.128994,0.168984,0.198926,0.136963
0.129007,0.169051,0.199059,0.136869
0.128994,0.169145,0.199165,0.136829
0.129019,0.169199,0.199299,0.136775
0.129019,0.169279,0.199419,0.136747
0.129019,0.169346,0.199526,0.136721
0.129033,0.169426,0.199645,0.136694
0.129033,0.169479,0.199753,0.136681
0.129034,0.169559,0.19986,0.136681
0.129046,0.169614,0.199966,0.136654
0.129033,0.169693,0.200073,0.136681
0.129046,0.169746,0.200167,0.136655
0.12906,0.169813,0.200274,0.136668
0.129059,0.169852,0.200367,0.136668
0.129073,0.169933,0.200447,0.136668
0.12906,0.169973,0.200528,0.136681
0.12906,0.17004,0.20062,0.136668
0.129073,0.170093,0.2007,0.136681
0.129061,0.170146,0.200781,0.136654
0.129087,0.1702,0.200847,0.136654
0.129087,0.170254,0.200928,0.136654
0.1291,0.170294,0.200994,0.136654
0.129087,0.170361,0.201074,0.136666
0.1291,0.170401,0.201156,0.13668
0.129113,0.170454,0.201209,0.13668
0.1291,0.170494,0.201276,0.136667
0.129113,0.170547,0.201343,0.13668
0.1291,0.170587,0.201409,0.136681
0.129113,0.17064,0.20145,0.136707
0.129113,0.170667,0.201516,0.136694
0.129114,0.170707,0.201583,0.136694
0.129114,0.170747,0.20165,0.136681
0.129127,0.170787,0.201703,0.136707
0.129114,0.170828,0.201756,0.136708
0.129127,0.170868,0.201823,0.136707
0.129114,0.170922,0.201877,0.136721
0.12914,0.170948,0.20193,0.136708
0.129114,0.170989,0.201984,0.136721
0.129127,0.171029,0.202037,0.136721
0.12914,0.171068,0.20209,0.136721
0.129128,0.171109,0.202145,0.13672
0.12914,0.171148,0.202184,0.136721
0.12914,0.171162,0.202238,0.136721
0.12914,0.171215,0.202292,0.13672
0.12914,0.171255,0.202331,0.13672
0.12914,0.171282,0.202358,0.13672
0.129153,0.171322,0.202413,0.136721
0.12914,0.171362,0.202453,0.13672
0.129021,0.171402,0.202506,0.136721
0.128725,0.17143,0.202546,0.136734
0.128261,0.171456,0.202586,0.136734
0.127687,0.171496,0.202626,0.136734
0.127101,0.171523,0.202666,0.136734
0.126554,0.171576,0.202706,0.136734
0.126072,0.17159,0.202746,0.136747
0.125685,0.17163,0.202773,0.136746
0.125351,0.17167,0.202813,0.136748
0.125084,0.171684,0.202853,0.136748
0.124856,0.171723,0.202893,0.136747
0.124655,0.17175,0.202947,0.136748
0.124483,0.171777,0.202961,0.136746
0.124335,0.171817,0.203,0.13676
0.124202,0.171857,0.20304,0.136773
0.124095,0.171884,0.20308,0.136773
0.123975,0.17191,0.203121,0.13676
0.123881,0.171254,0.20316,0.136773
0.123788,0.16973,0.203188,0.13676
0.123733,0.167642,0.203214,0.13676
0.12368,0.16555,0.203254,0.136773
0.123639,0.163649,0.203281,0.13676
0.123613,0.16193,0.203321,0.136773
0.1236,0.160572,0.203361,0.136747
0.123585,0.159457,0.203388,0.136787
0.123572,0.158477,0.203415,0.136787
0.123558,0.15763,0.203454,0.136761
0.123559,0.156906,0.203494,0.136761
0.123558,0.156237,0.203521,0.136761
0.123558,0.155686,0.203547,0.136787
0.123558,0.155285,0.203574,0.1368
0.123558,0.15503,0.203627,0.136788
0.123546,0.154869,0.203654,0.1368
0.123545,0.154814,0.203693,0.136788
0.123558,0.154787,0.20372,0.136787
0.123546,0.154841,0.202944,0.136787
0.123559,0.154906,0.201285,0.136774
0.123532,0.154988,0.199051,0.136694
0.123559,0.155107,0.196668,0.136358
0.123559,0.155188,0.194473,0.135849
0.123559,0.155295,0.192664,0.13522
0.123545,0.155415,0.191177,0.134577
0.123559,0.155496,0.189903,0.133973
0.123559,0.155615,0.18879,0.133477
0.123559,0.155723,0.187772,0.133048
0.123559,0.155817,0.186954,0.132685
0.123559,0.15591,0.186364,0.132364
0.123572,0.156004,0.186028,0.132083
0.123573,0.15611,0.185826,0.131855
0.123573,0.156177,0.185744,0.131601
0.123573,0.156271,0.185717,0.1314
0.123599,0.156364,0.185756,0.131185
0.123599,0.156444,0.185823,0.131011
0.123599,0.156537,0.185929,0.13089
0.123599,0.156604,0.186035,0.130796
0.1236,0.156684,0.186142,0.130715
0.123599,0.156737,0.186261,0.130662
0.123599,0.156818,0.186382,0.130635
0.123613,0.156912,0.186516,0.130594
0.123613,0.156952,0.186649,0.13058
0.123614,0.157019,0.186756,0.130567
0.123613,0.157099,0.186876,0.130541
0.123613,0.157153,0.186996,0.13054
0.123613,0.157233,0.187116,0.130526
0.123626,0.157273,0.187224,0.130526
0.123613,0.15734,0.187317,0.130526
0.12364,0.157406,0.187437,0.13054
0.12364,0.15746,0.187531,0.130539
0.12364,0.1575,0.187624,0.130541
0.123639,0.15758,0.187703,0.130553
0.12364,0.15762,0.187797,0.130567
0.123627,0.157673,0.187877,0.130541
0.123628,0.157727,0.187957,0.130567
0.123653,0.157794,0.188037,0.130567
0.123653,0.157833,0.188116,0.130567
0.123641,0.157887,0.188197,0.130567
0.123667,0.157927,0.18829,0.130555
0.12364,0.157994,0.188344,0.130581
0.123653,0.158034,0.188424,0.130582
0.123667,0.158088,0.188492,0.130582
0.123654,0.158128,0.188571,0.130581
0.123666,0.158182,0.188638,0.130582
0.123654,0.158221,0.188705,0.130594
0.123653,0.158261,0.188772,0.130594
0.123667,0.158289,0.188839,0.130594
0.123668,0.158342,0.188878,0.130608
0.123667,0.158395,0.188959,0.130608
0.123654,0.158422,0.189026,0.13062
0.123681,0.158489,0.189066,0.130607
0.12368,0.158516,0.189133,0.130607
0.12368,0.158556,0.1892,0.130634
0.123694,0.158609,0.189266,0.130608
0.123681,0.158649,0.18932,0.130634
0.123694,0.158689,0.189374,0.130622
0.123681,0.158729,0.189427,0.130622
0.123668,0.158756,0.189481,0.130622
0.123707,0.15881,0.189533,0.130622
0.123707,0.158849,0.189586,0.130635
0.123707,0.158903,0.189615,0.130649
0.123707,0.15893,0.189668,0.130649
0.123694,0.158969,0.189735,0.130648
0.123707,0.159023,0.189775,0.130635
0.1236,0.159051,0.189828,0.130661
0.123239,0.159077,0.189881,0.130662
0.122703,0.159118,0.189922,0.130675
0.12206,0.159171,0.189962,0.130675
0.121325,0.159185,0.190015,0.130649
0.120576,0.159225,0.190054,0.130675
0.119921,0.159251,0.190095,0.130674
0.11936,0.159305,0.190135,0.130661
0.118879,0.159332,0.190175,0.130675
0.118492,0.159372,0.190229,0.130661
0.118132,0.159385,0.190269,0.130675
0.117825,0.159425,0.190308,0.130675
0.117544,0.159465,0.190349,0.130688
0.117291,0.159505,0.190389,0.130689
0.11705,0.159531,0.190442,0.130676
0.116824,0.15929,0.19047,0.130689
0.116623,0.158073,0.190496,0.130689
0.116437,0.156188,0.190549,0.130675
0.116276,0.154063,0.19059,0.130689
0.116129,0.151987,0.19063,0.130689
0.115996,0.150141,0.190683,0.130702
0.115877,0.148641,0.190696,0.130701
0.115796,0.147433,0.190749,0.130689
0.11573,0.146469,0.190789,0.130688
0.115676,0.145665,0.19083,0.130701
0.115623,0.144968,0.190856,0.130701
0.115609,0.144352,0.190896,0.130714
0.115583,0.143802,0.190937,0.130714
0.115556,0.143373,0.190977,0.130727
0.115543,0.143078,0.190989,0.130715
0.115543,0.14289,0.191043,0.130714
0.115529,0.142836,0.191069,0.130715
0.115515,0.142822,0.19111,0.130715
0.11549,0.142876,0.190841,0.130728
0.115489,0.142941,0.189504,0.130729
0.115489,0.143022,0.187483,0.130701
0.11549,0.143128,0.185181,0.130475
0.115503,0.143235,0.182914,0.129993
0.11549,0.143341,0.181024,0.129429
0.115503,0.143461,0.179531,0.128787
0.115503,0.143568,0.178267,0.128158
0.115503,0.143688,0.177206,0.127607
0.115516,0.143795,0.176293,0.127153
0.115516,0.143902,0.175501,0.126777
0.115515,0.144009,0.174896,0.126454
0.115529,0.14413,0.174506,0.126173
0.115529,0.144209,0.174278,0.125944
0.115529,0.144316,0.174184,0.125729
0.11553,0.144397,0.174155,0.125528
0.11553,0.144503,0.174168,0.125354
0.11553,0.144598,0.174234,0.125193
0.115543,0.144677,0.174314,0.125046
0.11557,0.144757,0.174421,0.124938
0.115556,0.144837,0.174528,0.124858
0.11557,0.144917,0.174662,0.124792
0.11557,0.144997,0.174782,0.124752
0.11557,0.145064,0.174902,0.124712
0.115569,0.145144,0.175022,0.124699
0.115583,0.145211,0.175129,0.124671
0.11557,0.14529,0.175249,0.124672
0.115583,0.145343,0.175343,0.124645
0.115583,0.14541,0.175463,0.124645
0.115583,0.145463,0.175569,0.124645
0.115597,0.14553,0.175663,0.124658
0.115609,0.145583,0.17577,0.124645
0.115597,0.145637,0.175876,0.124658
0.11561,0.145717,0.175957,0.124658
0.115597,0.145771,0.176063,0.124645
0.115597,0.145838,0.176157,0.124684
0.115609,0.14589,0.176237,0.124657
0.11561,0.145945,0.176317,0.12467
0.115624,0.146025,0.176397,0.124683
0.115623,0.146064,0.176491,0.124671
0.115623,0.146132,0.176558,0.12467
0.115623,0.146172,0.176638,0.124671
0.115623,0.146239,0.176719,0.124698
0.115623,0.146292,0.176799,0.124697
0.115623,0.146345,0.176867,0.124684
0.115637,0.146385,0.176948,0.124698
0.115636,0.146451,0.177015,0.124711
0.115649,0.146492,0.177095,0.124712
0.11565,0.146545,0.177148,0.124711
0.115636,0.146585,0.177214,0.124713
0.115649,0.146638,0.177281,0.124725
0.11565,0.146691,0.177348,0.124725
0.115649,0.146732,0.177401,0.124725
0.11565,0.146772,0.177468,0.124724
0.115663,0.146839,0.177521,0.124725
0.115663,0.146866,0.177574,0.124739
0.115663,0.14692,0.17764,0.124751
0.115677,0.146973,0.177693,0.124751
0.115663,0.147013,0.177747,0.124764
0.115663,0.147054,0.177813,0.124751
0.115663,0.147107,0.177854,0.124751
0.115664,0.147147,0.177921,0.124751
0.115677,0.147188,0.177974,0.124764
0.115664,0.147227,0.178016,0.124778
0.115676,0.147267,0.178069,0.124765
0.115664,0.147308,0.17811,0.124791
0.115663,0.147347,0.178163,0.124779
0.115689,0.147374,0.178204,0.124792
0.11569,0.147428,0.178257,0.124778
0.115556,0.14748,0.178324,0.124779
0.115023,0.147494,0.178364,0.124778
0.114182,0.147534,0.178418,0.124792
0.113222,0.147574,0.178458,0.124805
0.112209,0.147614,0.178512,0.124805
0.111275,0.147654,0.178551,0.124818
0.110435,0.147668,0.178591,0.124818
0.109754,0.147721,0.178631,0.124818
0.10918,0.147748,0.178698,0.124818
0.108727,0.147788,0.178724,0.124818
0.10834,0.147841,0.178764,0.124818
0.10802,0.147855,0.178818,0.124817
0.107727,0.147895,0.178844,0.124818
0.1075,0.147921,0.178897,0.124818
0.107274,0.147975,0.178924,0.12483
0.107074,0.147801,0.178978,0.124817
0.106901,0.146719,0.179018,0.124831
0.106727,0.144954,0.179045,0.124831
0.106554,0.142857,0.179085,0.124831
0.106407,0.140796,0.179126,0.124845
0.106273,0.138936,0.179167,0.124832
0.106141,0.137437,0.179207,0.124846
0.106047,0.136272,0.179247,0.124845
0.105953,0.135375,0.179287,0.124845
0.105887,0.134624,0.179327,0.124858
0.105861,0.134022,0.179367,0.124858
0.105807,0.1335,0.17938,0.124858
0.105781,0.133045,0.179421,0.124871
0.105754,0.132629,0.179461,0.124858
0.10574,0.132255,0.179487,0.124858
0.105727,0.131893,0.179526,0.124858
0.105714,0.131638,0.179566,0.124871
0.1057,0.131491,0.179592,0.124885
0.105701,0.131437,0.179404,0.124858
0.105688,0.131423,0.178186,0.124884
0.105688,0.131463,0.17626,0.124871
0.105688,0.131529,0.174058,0.124683
0.105687,0.131609,0.171849,0.124268
0.105687,0.131715,0.169888,0.123705
0.105688,0.131809,0.168277,0.12309
0.105687,0.131915,0.166974,0.12246
0.105701,0.132035,0.165874,0.121897
0.105702,0.132141,0.164935,0.121455
0.105687,0.132262,0.164116,0.121066
0.105701,0.132369,0.163446,0.120745
0.105714,0.132462,0.163003,0.120463
0.105714,0.132582,0.162747,0.120209
0.105714,0.132689,0.162612,0.120021
0.105727,0.132782,0.162571,0.119833
0.105701,0.132889,0.162585,0.119659
0.105728,0.132996,0.16265,0.119472
0.105728,0.133076,0.162729,0.119336
0.105728,0.133156,0.162823,0.119229
0.105754,0.133249,0.162942,0.119148
0.105741,0.13333,0.163062,0.119095
0.105754,0.133409,0.163181,0.119041
0.105754,0.133489,0.163301,0.119014
0.105754,0.13357,0.163434,0.118987
0.105768,0.133649,0.163553,0.118961
0.105768,0.133715,0.163672,0.11896
0.105767,0.133809,0.163806,0.118947
0.10578,0.133876,0.163914,0.118947
0.105794,0.133956,0.16402,0.118961
0.105794,0.134009,0.164127,0.118948
0.105781,0.134076,0.164235,0.118962
0.105807,0.134157,0.164328,0.118975
0.105807,0.13421,0.164436,0.118975
0.105808,0.13429,0.16453,0.118975
0.105807,0.134343,0.16461,0.118961
0.105808,0.13441,0.164704,0.118988
0.105808,0.134478,0.164797,0.118975
0.105821,0.134531,0.164891,0.119001
0.105821,0.134611,0.164945,0.119
0.105834,0.134651,0.165039,0.118987
0.105821,0.134718,0.16512,0.119001
0.105847,0.134785,0.165199,0.118988
0.105848,0.134838,0.16528,0.119014
0.105848,0.134891,0.165347,0.119014
0.105861,0.134958,0.165426,0.119028
0.105862,0.134998,0.165505,0.119014
0.105862,0.135051,0.165572,0.119027
0.105861,0.135118,0.165652,0.119027
0.105875,0.135171,0.165719,0.119041
0.105875,0.135211,0.165785,0.119041
0.105875,0.135265,0.165852,0.119041
0.105874,0.135317,0.165905,0.119055
0.105874,0.13537,0.165972,0.119068
0.105875,0.13541,0.16604,0.119068
0.105888,0.135464,0.166094,0.119054
0.105875,0.135504,0.166174,0.119081
0.105914,0.135557,0.166213,0.119082
0.105901,0.135598,0.166281,0.119069
0.105901,0.135651,0.166347,0.119081
0.105914,0.135693,0.1664,0.119069
0.105901,0.135747,0.16644,0.119095
0.105901,0.135786,0.166508,0.119095
0.105914,0.13584,0.166547,0.119108
0.105914,0.135868,0.166601,0.119108
0.105927,0.135921,0.166655,0.119108
0.105915,0.135948,0.166708,0.119108
0.105927,0.135988,0.166749,0.119108
0.105928,0.136029,0.166802,0.119108
0.105808,0.136081,0.166842,0.119107
0.105262,0.136121,0.166895,0.119107
0.104409,0.136174,0.166963,0.119134
0.103463,0.136214,0.167003,0.119134
0.102503,0.136253,0.167043,0.119135
0.101584,0.136292,0.167084,0.119121
0.100798,0.136332,0.167151,0.119122
0.100145,0.136372,0.167205,0.119147
0.099626,0.136425,0.167244,0.119135
0.09924,0.136452,0.167285,0.119147
0.098894,0.136492,0.167325,0.119135
0.098614,0.136532,0.167365,0.119135
0.098387,0.136572,0.167405,0.119161
0.098188,0.136613,0.167458,0.119175
0.098015,0.136053,0.167498,0.119162
0.097868,0.134651,0.167538,0.119174
0.097722,0.132819,0.167578,0.119162
0.097602,0.130921,0.167632,0.119174
0.097496,0.129195,0.167658,0.119175
0.097416,0.127816,0.167712,0.119162
0.097296,0.126719,0.167752,0.119174
0.097203,0.125875,0.167779,0.119162
0.097123,0.125219,0.167819,0.119188
0.097016,0.124698,0.167859,0.119201
0.09691,0.124295,0.167899,0.119188
0.09679,0.12392,0.167952,0.119201
0.096696,0.123612,0.167979,0.119188
0.096589,0.123303,0.168019,0.119201
0.096523,0.123008,0.16806,0.119201
0.096443,0.122741,0.168086,0.119201
0.096376,0.1225,0.16814,0.119201
0.096323,0.122233,0.168153,0.119215
0.09627,0.122005,0.167431,0.119202
0.096243,0.121832,0.165759,0.119215
0.096203,0.121751,0.163589,0.119134
0.096177,0.121725,0.161366,0.118786
0.096163,0.121739,0.159315,0.11825
0.09615,0.121779,0.15761,0.117635
0.096151,0.121858,0.156228,0.117005
0.096151,0.121937,0.155114,0.116389
0.09615,0.122017,0.154148,0.115893
0.09615,0.122137,0.153344,0.115464
0.096164,0.12223,0.152645,0.115116
0.096164,0.12235,0.152029,0.114822
0.096163,0.122444,0.151519,0.114567
0.096151,0.12255,0.151224,0.114339
0.096177,0.122643,0.151061,0.114125
0.096177,0.12275,0.15098,0.11395
0.09619,0.122856,0.150991,0.113789
0.09619,0.122949,0.151031,0.113629
0.096191,0.123056,0.151111,0.113495
0.096204,0.123136,0.151217,0.113361
0.096204,0.123216,0.151338,0.113254
0.096218,0.123336,0.151457,0.113174
0.09623,0.123404,0.151563,0.113119
0.09623,0.123498,0.151711,0.113066
0.09623,0.123578,0.151843,0.113026
0.096244,0.12366,0.151977,0.113013
0.096244,0.12374,0.152097,0.112999
0.096257,0.123806,0.152218,0.112973
0.096257,0.1239,0.152338,0.112973
0.096257,0.12398,0.152458,0.112959
0.09627,0.124033,0.152578,0.112959
0.09627,0.124112,0.152672,0.112958
0.096297,0.12418,0.152791,0.112972
0.096297,0.124246,0.152885,0.112999
0.096298,0.124299,0.152992,0.112985
0.096298,0.124379,0.153099,0.112998
0.096298,0.124445,0.153192,0.112998
0.096297,0.124499,0.1533,0.112985
0.096311,0.124552,0.15338,0.112984
0.096324,0.124619,0.153459,0.113012
0.096324,0.124672,0.153553,0.113012
0.096311,0.124738,0.15362,0.113012
0.096323,0.124778,0.153713,0.112999
0.096323,0.124845,0.153793,0.113026
0.096323,0.124912,0.153873,0.113026
0.096324,0.124952,0.153953,0.113026
0.096323,0.125006,0.15402,0.113039
0.096337,0.125073,0.154087,0.113026
0.09635,0.125114,0.154181,0.113052
0.096337,0.125181,0.154248,0.113052
0.096363,0.125221,0.154302,0.113052
0.096351,0.125287,0.154382,0.113052
0.096363,0.125341,0.154448,0.113052
0.096364,0.125382,0.154516,0.113065
0.096377,0.125435,0.15457,0.113066
0.096377,0.125488,0.154649,0.113066
0.096377,0.125527,0.154703,0.113079
0.096377,0.125581,0.15477,0.113079
0.096377,0.125621,0.154823,0.113093
0.096404,0.125674,0.154903,0.113093
0.096404,0.125714,0.154943,0.113105
0.096404,0.12578,0.15501,0.113092
0.096417,0.12582,0.155063,0.113106
0.096404,0.125847,0.155116,0.113106
0.096417,0.125914,0.155183,0.113106
0.09643,0.125954,0.155223,0.113106
0.096418,0.125993,0.155277,0.113119
0.096429,0.126034,0.155344,0.113119
0.096444,0.126074,0.155411,0.113146
0.096444,0.126128,0.155451,0.113146
0.09635,0.126169,0.155504,0.113132
0.095897,0.126222,0.155557,0.113146
0.09518,0.126262,0.155611,0.113146
0.094352,0.126302,0.155651,0.11316
0.093514,0.126342,0.155704,0.11316
0.092677,0.126383,0.155758,0.113159
0.091997,0.126422,0.155799,0.113172
0.091451,0.126462,0.155852,0.11316
0.091,0.126488,0.155892,0.113172
0.090668,0.126541,0.155932,0.113172
0.090374,0.126568,0.155998,0.113185
0.090149,0.126595,0.156039,0.113185
0.089962,0.126434,0.156079,0.113185
0.089803,0.125366,0.156132,0.113185
0.08967,0.123669,0.156172,0.113185
0.08955,0.121678,0.156225,0.1132
0.089457,0.119738,0.156252,0.1132
0.089364,0.117961,0.156318,0.1132
0.08927,0.116502,0.156346,0.113226
0.089177,0.115419,0.156387,0.113226
0.089083,0.114602,0.15644,0.113226
0.088991,0.113986,0.15648,0.113239
0.08891,0.113517,0.15652,0.113239
0.088817,0.113142,0.15656,0.113239
0.088765,0.112833,0.156587,0.113238
0.088685,0.112604,0.15664,0.113239
0.088645,0.112429,0.156681,0.113239
0.088564,0.112254,0.15672,0.113226
0.088524,0.112105,0.156747,0.113239
0.088471,0.111957,0.156801,0.113239
0.088432,0.111795,0.156841,0.113226
0.088365,0.111634,0.156868,0.113266
0.088325,0.111458,0.156186,0.113266
0.088258,0.111323,0.154647,0.113253
0.088218,0.111255,0.152574,0.113185
0.088152,0.111214,0.150433,0.112891
0.088085,0.1112,0.148422,0.112395
0.088018,0.111253,0.146666,0.11178
0.087965,0.111292,0.145325,0.11115
0.087885,0.111345,0.144252,0.110561
0.087805,0.111425,0.14338,0.110052
0.087738,0.111505,0.142683,0.10965
0.087698,0.111598,0.142105,0.109289
0.087659,0.111679,0.141609,0.109021
0.087619,0.111784,0.141193,0.108766
0.087593,0.111878,0.140885,0.108565
0.08758,0.111972,0.140697,0.108391
0.087593,0.112079,0.140602,0.108244
0.08758,0.112172,0.140561,0.108122
0.087566,0.112278,0.140588,0.108002
0.087567,0.112372,0.140666,0.107895
0.087581,0.112465,0.14076,0.107801
0.08758,0.112559,0.140866,0.10772
0.08758,0.112638,0.140972,0.107654
0.08758,0.112732,0.141092,0.107586
0.087607,0.112826,0.141212,0.10752
0.087607,0.112892,0.141333,0.10748
0.087607,0.112986,0.141439,0.107426
0.087607,0.113053,0.141559,0.107412
0.087621,0.113134,0.141679,0.107386
0.087634,0.113214,0.141799,0.10736
0.087634,0.113294,0.141905,0.107372
0.087647,0.113362,0.142025,0.107332
0.087634,0.113441,0.142145,0.107332
0.087647,0.113509,0.142265,0.107332
0.08766,0.113588,0.142372,0.107332
0.08766,0.113656,0.142453,0.107345
0.087674,0.11371,0.14256,0.107332
0.087687,0.11379,0.142666,0.107358
