,Servo Displacement (deg),Spring Displacement (deg),Spring Displacement (rad),Tz (Nm),Spring Moment (Nm),Force (N),Fx (N),Fy (N),"Min Laminate Length (m, 2*r)"
119,27.279999999999976,54.55999999999997,0.9522516398881056,0.18736596,0.11859730253821217,-7.027105843878571,5.725146037378357,-4.074668010005632,0.03375423828047908
120,26.399999999999977,52.79999999999995,0.9215338450530051,0.18140296,0.11305188836250774,-6.7507937282380945,5.377209174951744,-4.081523912711228,0.03349291740010353
121,25.51999999999998,51.03999999999996,0.890816050217905,0.17256896,0.10594997790325858,-6.374197552771001,4.956481172484023,-4.007953196902782,0.033243393235341395
122,24.63999999999998,49.27999999999996,0.8600982553828049,0.16481196,0.09974319184729769,-6.044073487495215,4.580843578291804,-3.9429299300729785,0.03300528759409021
123,23.75999999999998,47.51999999999997,0.8293804605477049,0.15765696,0.09410486038103719,-5.741909517631214,4.234733587936763,-3.877699878518727,0.03277824566621158
124,22.87999999999998,45.75999999999995,0.7986626657126044,0.15197596,0.08952055995849242,-5.4984791916451154,3.939240916404561,-3.83609885475837,0.03256193461439957
125,21.999999999999982,43.99999999999996,0.7679448708775043,0.14812396,0.08615164958714072,-5.325227902766155,3.6992141372583185,-3.8306483763336225,0.0323560422803275
126,21.119999999999983,42.23999999999997,0.7372270760424042,0.14079996,0.08090391922809571,-5.031295082041581,3.3822257547899626,-3.724846190946851,0.03216027599608283
127,20.239999999999984,40.479999999999976,0.7065092812073042,0.13405696,0.07614135880622871,-4.762650777276652,3.0918299050097384,-3.6226275360270437,0.0319743614919284
128,19.359999999999985,38.719999999999985,0.6757914863722041,0.12715096,0.07142461247269404,-4.492390614146208,2.810057893993612,-3.5050175552303764,0.03179804189234266
129,20.239999999999984,40.479999999999976,0.7065092812073042,0.13044096,0.07408755157799288,-4.634184898215748,3.0084320945826244,-3.5249121979328946,0.0319743614919284
130,19.359999999999985,38.719999999999985,0.6757914863722041,0.12498196,0.07020621833352847,-4.4157573331856605,2.7621226242003503,-3.4452273414774104,0.03179804189234266
131,18.479999999999986,36.959999999999965,0.6450736915371036,0.11697696,0.06502131952069613,-4.111230227537925,2.471907284018877,-3.285100966946976,0.031631076793106366
132,17.599999999999987,35.199999999999974,0.6143558967020035,0.10721496,0.059001877119557455,-3.749335910175225,2.1612383828008834,-3.063750711144382,0.03147324141293065
133,16.719999999999988,33.43999999999998,0.5836381018669035,0.09773196,0.05327550419828967,-3.4015419527316593,1.8744654085776693,-2.8384620991373586,0.03132432581377159
134,15.83999999999999,31.679999999999964,0.552920307031803,0.08910896,0.04814112677073002,-3.087539739651733,1.6214975402623923,-2.6274792807654452,0.03118413418455966
135,14.95999999999999,29.91999999999997,0.5222025121967029,0.08144796,0.04363152619790905,-2.810179432984563,1.4016902801699602,-2.4356462805683625,0.03105248418359535
136,14.079999999999991,28.15999999999998,0.4914847173616028,0.07265596,0.038613244238646885,-2.4968790870352793,1.178365590450359,-2.2013313495511544,0.030929206335333692
137,13.199999999999992,26.399999999999984,0.46076692252650275,0.06346996,0.033480807225664024,-2.1730805044046506,0.9662280394592339,-1.946453763742241,0.030814143477704812
138,12.319999999999993,24.639999999999993,0.4300491276914027,0.054286959999999995,0.028438196155094374,-1.852219819654101,0.772219073158947,-1.6835664416259335,0.030707150256501583
139,11.439999999999994,22.880000000000003,0.3993313328563026,0.04519996,0.023525457631144282,-1.537205071195712,0.5976689780435085,-1.4162595890564138,0.03060809266371344
140,10.559999999999995,21.119999999999983,0.3686135380212021,0.036837959999999996,0.019059100715822386,-1.2490871242679915,0.4500741308814006,-1.1651832133717996,0.030516847617001387
141,9.679999999999996,19.359999999999992,0.33789574318610205,0.02800996,0.014412461207661717,-0.9471506531911107,0.31398286373153056,-0.893593375715876,0.03043330257779731
142,8.799999999999997,17.599999999999998,0.307177948351002,0.01872596,0.00958736917433659,-0.6316340214323481,0.19098711005476302,-0.6020676546898446,0.030357355205773873
143,7.919999999999997,15.839999999999982,0.2764601535159015,0.011604960000000001,0.0059147789646711016,-0.39055736040191347,0.10660338745223973,-0.3757269880482606,0.030288913047672898
144,7.039999999999997,14.07999999999999,0.2457423586808014,0.0025329600000000003,0.0012857945670254852,-0.08507338278729167,0.020696350362672863,-0.08251752262724897,0.03022789325870226
145,6.1599999999999975,12.319999999999997,0.21502456384570134,-0.00657204,-0.003324297367263183,0.22034021809489843,-0.04701430665768061,0.215266036985877,0.030174222354916975
146,5.279999999999998,10.560000000000004,0.18430676901060128,-0.01152404,-0.005811230863146112,0.3857715412466881,-0.07069845526681516,0.37923793383406584,0.030127835995190855
147,6.1599999999999975,12.319999999999997,0.21502456384570134,0.036330959999999995,0.018377081496482674,-1.2180649615639938,0.25990025845976705,-1.1900143302676822,0.030174222354916975
148,5.279999999999998,10.560000000000004,0.18430676901060128,0.03134496,0.015806331716661893,-1.0492842379509084,0.1922971676946722,-1.0315130688987055,0.030127835995190855
149,4.399999999999998,8.799999999999986,0.15358897417550077,0.02580696,0.012979877080933691,-0.862774811140804,0.1319923260071787,-0.8526185551665321,0.030088678791563347
150,3.519999999999998,7.039999999999995,0.1228711793404007,0.020362960000000003,0.010220005183765693,-0.6800482936393619,0.08334824325313903,-0.674921293210122,0.030056704146913096
151,2.639999999999998,5.280000000000002,0.09215338450530064,0.014626960000000001,0.007329028971264877,-0.4880833571829316,0.044914898847462935,-0.4860123613865015,0.03003187411906769
152,1.759999999999998,3.5199999999999845,0.06143558967020013,0.00927296,0.004640857656863029,-0.3092445541343348,0.018986672607541062,-0.30866114190976096,0.030014159310608624
153,0.8799999999999981,1.7599999999999922,0.030717794835100065,0.0038559600000000003,0.0019284348737828008,-0.12854716156520168,0.00394806437955168,-0.12848651888087317,0.03000353878377408
154,-1.7763568394002505e-15,0.0,0.0,-0.0005320399999999997,-0.00026601999999999984,0.017734666666666656,-0.0,0.017734666666666656,0.03
